agra fort,sha,1,1,1.0,
agra fort,shah,30,1,30.0,
agra fort,shimmering,1,1,1.0,
agra fort,side,1,25,0.04,
agra fort,sightseeing,15,7,2.142857142857143,
agra fort,signature,1,1,1.0,
agra fort,singh,2,1,2.0,
agra fort,sister,15,5,3.0,
agra fort,site,49,25,1.96,
agra fort,sitting,1,10,0.1,
agra fort,son,12,15,0.8,
agra fort,soup,1,1,1.0,
agra fort,space,1,11,0.09090909090909091,
agra fort,spend,9,3,3.0,
agra fort,splendidly,2,1,2.0,
agra fort,spot,1,9,0.1111111111111111,
agra fort,spotlight,15,1,15.0,
agra fort,squirrel,12,5,2.4,
agra fort,stage,15,6,2.5,
agra fort,station,2,12,0.16666666666666666,
agra fort,stone,2,18,0.1111111111111111,
agra fort,structure,5,17,0.29411764705882354,
agra fort,style,1,20,0.05,
agra fort,sunlit,1,1,1.0,
agra fort,taj,51,1,51.0,
agra fort,tajmahal,15,1,15.0,
agra fort,tesselation,1,1,1.0,
agra fort,thaj,1,1,1.0,
agra fort,that',1,8,0.125,
agra fort,thela,2,1,2.0,
agra fort,three,1,16,0.0625,
agra fort,top,1,24,0.041666666666666664,
agra fort,tourism,15,4,3.75,
agra fort,tourist,2,20,0.1,
agra fort,tower,1,22,0.045454545454545456,
agra fort,traffic,2,5,0.4,
agra fort,train,1,8,0.125,
agra fort,travel,30,22,1.3636363636363635,
agra fort,travelblog,15,2,7.5,
agra fort,tree,1,21,0.047619047619047616,
agra fort,trip,15,14,1.0714285714285714,
agra fort,unesco,88,12,7.333333333333333,
agra fort,unescoworldheritagesite,15,5,3.0,
agra fort,uttar,30,1,30.0,
agra fort,uttarpradesh,60,1,60.0,
agra fort,view,11,29,0.3793103448275862,
agra fort,vision:beach051,2,1,2.0,
agra fort,vision:beach0606,1,1,1.0,
agra fort,vision:beach0719,1,1,1.0,
agra fort,vision:beach0788,1,1,1.0,
agra fort,vision:car0524,1,1,1.0,
agra fort,vision:car0547,1,1,1.0,
agra fort,vision:clouds066,1,1,1.0,
agra fort,vision:clouds0846,1,1,1.0,
agra fort,vision:dark0655,1,1,1.0,
agra fort,vision:face099,1,5,0.2,
agra fort,vision:mountain059,1,2,0.5,
agra fort,vision:mountain06,1,1,1.0,
agra fort,vision:mountain0611,1,1,1.0,
agra fort,vision:mountain0646,1,1,1.0,
agra fort,vision:mountain066,2,1,2.0,
agra fort,vision:mountain0671,1,1,1.0,
agra fort,vision:mountain0691,1,1,1.0,
agra fort,vision:night0557,1,1,1.0,
agra fort,vision:outdoor0562,1,1,1.0,
agra fort,vision:outdoor0729,1,1,1.0,
agra fort,vision:outdoor073,1,1,1.0,
agra fort,vision:outdoor0756,1,1,1.0,
agra fort,vision:outdoor077,1,1,1.0,
agra fort,vision:outdoor0816,1,2,0.5,
agra fort,vision:outdoor0825,1,1,1.0,
agra fort,vision:outdoor0876,1,1,1.0,
agra fort,vision:outdoor0883,1,2,0.5,
agra fort,vision:outdoor0938,1,1,1.0,
agra fort,vision:outdoor0947,1,2,0.5,
agra fort,vision:outdoor0959,1,2,0.5,
agra fort,vision:outdoor0967,1,3,0.3333333333333333,
agra fort,vision:outdoor0981,1,6,0.16666666666666666,
agra fort,vision:outdoor099,6,13,0.46153846153846156,
agra fort,vision:people099,1,5,0.2,
agra fort,vision:sky0502,1,1,1.0,
agra fort,vision:sky0531,1,2,0.5,
agra fort,vision:sky0538,1,1,1.0,
agra fort,vision:sky0617,1,2,0.5,
agra fort,vision:sky0626,1,1,1.0,
agra fort,vision:sky0735,1,1,1.0,
agra fort,vision:sky0772,1,2,0.5,
agra fort,vision:sky0951,1,1,1.0,
agra fort,vision:sky0965,1,1,1.0,
agra fort,vision:street057,1,1,1.0,
agra fort,vision:street0753,1,1,1.0,
agra fort,vision:sunset0514,1,1,1.0,
agra fort,vision:sunset0535,1,1,1.0,
agra fort,vision:sunset054,1,1,1.0,
agra fort,vision:sunset0549,1,1,1.0,
agra fort,vision:text0502,1,2,0.5,
agra fort,vision:text0527,1,1,1.0,
agra fort,vision:text0553,1,2,0.5,
agra fort,vision:text0593,1,1,1.0,
agra fort,vision:text0623,1,1,1.0,
agra fort,vision:text0673,1,2,0.5,
agra fort,vision:text0725,1,1,1.0,
agra fort,visit,1,12,0.08333333333333333,
agra fort,wall,10,20,0.5,
agra fort,walled,34,2,17.0,
agra fort,water,1,18,0.05555555555555555,
agra fort,well,2,20,0.1,
agra fort,white,3,18,0.16666666666666666,
agra fort,will,4,16,0.25,
agra fort,window,2,20,0.1,
agra fort,wonderful,15,6,2.5,
agra fort,work,4,19,0.21052631578947367,
agra fort,worldheritage,15,4,3.75,
agra fort,yamuna,15,1,15.0,
agra fort,year,10,24,0.4166666666666667,
agra fort,い,1,1,1.0,
agra fort,か,4,1,4.0,
agra fort,が,2,1,2.0,
agra fort,き,1,1,1.0,
agra fort,こ,1,1,1.0,
agra fort,さ,1,2,0.5,
agra fort,し,2,2,1.0,
agra fort,す,3,1,3.0,
agra fort,た,2,2,1.0,
agra fort,っ,2,1,2.0,
agra fort,て,4,2,2.0,
agra fort,と,1,1,1.0,
agra fort,な,1,2,0.5,
agra fort,に,2,2,1.0,
agra fort,の,11,2,5.5,
agra fort,は,1,2,0.5,
agra fort,べ,1,1,1.0,
agra fort,ま,3,1,3.0,
agra fort,ら,3,2,1.5,
agra fort,り,1,1,1.0,
agra fort,れ,1,2,0.5,
agra fort,ろ,1,1,1.0,
agra fort,を,1,2,0.5,
agra fort,アグラ,1,1,1.0,
agra fort,アマル,2,1,2.0,
agra fort,アングリー,1,1,1.0,
agra fort,アーグラ,15,1,15.0,
agra fort,インド,15,1,15.0,
agra fort,スィン,2,1,2.0,
agra fort,一,4,4,1.0,
agra fort,世,15,1,15.0,
agra fort,中,1,3,0.3333333333333333,
agra fort,井,2,1,2.0,
agra fort,入,2,2,1.0,
agra fort,内,1,1,1.0,
agra fort,前,2,3,0.6666666666666666,
agra fort,回,2,2,1.0,
agra fort,園,1,1,1.0,
agra fort,城,17,2,8.5,
agra fort,塞,15,4,3.75,
agra fort,壁,1,1,1.0,
agra fort,大,4,7,0.5714285714285714,
agra fort,天,2,3,0.6666666666666666,
agra fort,寝,1,1,1.0,
agra fort,射,1,1,1.0,
agra fort,座,1,1,1.0,
agra fort,庭,3,2,1.5,
agra fort,廊,2,1,2.0,
agra fort,施,1,1,1.0,
agra fort,日,1,2,0.5,
agra fort,殿,1,1,1.0,
agra fort,渡,1,1,1.0,
agra fort,濠,1,1,1.0,
agra fort,玉,1,1,1.0,
agra fort,理,4,1,4.0,
agra fort,産,15,1,15.0,
agra fort,界,15,1,15.0,
agra fort,石,4,1,4.0,
agra fort,砦,1,1,1.0,
agra fort,細,1,1,1.0,
agra fort,総,1,1,1.0,
agra fort,般,4,1,4.0,
agra fort,薄,1,1,1.0,
agra fort,装,1,1,1.0,
agra fort,見,4,2,2.0,
agra fort,謁,4,1,4.0,
agra fort,遺,15,2,7.5,
agra fort,門,2,2,1.0,
agra fort,間,5,3,1.6666666666666667,
agra fort,雲,1,1,1.0,
agra fort,飾,1,2,0.5,
albert memorial,005,1,2,0.5,
albert memorial,007,1,4,0.25,
albert memorial,008,1,4,0.25,
albert memorial,009,1,3,0.3333333333333333,
albert memorial,012,1,3,0.3333333333333333,
albert memorial,013,1,5,0.2,
albert memorial,017,1,4,0.25,
albert memorial,019,1,4,0.25,
albert memorial,020,1,4,0.25,
albert memorial,023,1,4,0.25,
albert memorial,025,1,4,0.25,
albert memorial,026,1,5,0.2,
albert memorial,029,1,3,0.3333333333333333,
albert memorial,030,1,4,0.25,
albert memorial,034,1,4,0.25,
albert memorial,1628,1,1,1.0,
albert memorial,1635,1,2,0.5,
albert memorial,16thcentury,15,1,15.0,
albert memorial,175days.no,30,2,15.0,
albert memorial,1983,15,2,7.5,
albert memorial,2,15,27,0.5555555555555556,
albert memorial,2.5,15,1,15.0,
albert memorial,20050129,15,1,15.0,
albert memorial,20110423_agra_fort_004,1,1,1.0,
albert memorial,20110423_agra_fort_005,1,1,1.0,
albert memorial,20110423_agra_fort_015,1,1,1.0,
albert memorial,20110423_agra_fort_024,1,1,1.0,
albert memorial,20110423_agra_fort_036,1,1,1.0,
albert memorial,20110423_agra_fort_037,1,1,1.0,
albert memorial,20110423_agra_fort_045,1,1,1.0,
albert memorial,20110423_agra_fort_050,1,1,1.0,
albert memorial,20110423_agra_fort_058,1,1,1.0,
albert memorial,20110423_agra_fort_074,1,1,1.0,
albert memorial,20110423_agra_fort_084,1,1,1.0,
albert memorial,20110423_agra_fort_085,1,1,1.0,
albert memorial,20110423_agra_fort_090,1,1,1.0,
albert memorial,20110423_agra_fort_094,1,1,1.0,
albert memorial,20110423_agra_fort_096,1,1,1.0,
albert memorial,2012,30,15,2.0,
albert memorial,accessible,4,4,1.0,
albert memorial,accurately,15,2,7.5,
albert memorial,ackbar,2,1,2.0,
albert memorial,acted,1,1,1.0,
albert memorial,activity,1,2,0.5,
albert memorial,aggressively,1,1,1.0,
albert memorial,agra,819,1,819.0,
albert memorial,agra',2,1,2.0,
albert memorial,agrablog,15,1,15.0,
albert memorial,agrafort,206,1,206.0,
albert memorial,agrajamamasjid,3,1,3.0,
albert memorial,akbar,15,1,15.0,
albert memorial,allowed,1,3,0.3333333333333333,
albert memorial,amar,2,1,2.0,
albert memorial,amarsingh,1,1,1.0,
albert memorial,amp,1,18,0.05555555555555555,
albert memorial,arche,2,8,0.25,
albert memorial,arched,1,2,0.5,
albert memorial,architecture,32,28,1.1428571428571428,
albert memorial,army,1,7,0.14285714285714285,
albert memorial,asia,15,5,3.0,
albert memorial,audience,2,5,0.4,
albert memorial,aurangzeb,24,1,24.0,
albert memorial,auto,2,2,1.0,
albert memorial,background,2,11,0.18181818181818182,
albert memorial,battlement,1,1,1.0,
albert memorial,beautiful,16,16,1.0,
albert memorial,belong,1,3,0.3333333333333333,
albert memorial,best,1,15,0.06666666666666667,
albert memorial,bestof,2,3,0.6666666666666666,
albert memorial,bhavan,1,1,1.0,
albert memorial,big,2,11,0.18181818181818182,
albert memorial,bit,2,9,0.2222222222222222,
albert memorial,brick,4,9,0.4444444444444444,
albert memorial,buddy,1,2,0.5,
albert memorial,building,2,27,0.07407407407407407,
albert memorial,built,26,24,1.0833333333333333,
albert memorial,bumped,1,1,1.0,
albert memorial,camel,1,3,0.3333333333333333,
albert memorial,capital,1,11,0.09090909090909091,
albert memorial,captive,1,2,0.5,
albert memorial,carved,2,9,0.2222222222222222,
albert memorial,carven,1,1,1.0,
albert memorial,ceiling,4,17,0.23529411764705882,
albert memorial,check,15,8,1.875,
albert memorial,chennai,15,1,15.0,
albert memorial,city,20,22,0.9090909090909091,
albert memorial,cityfort,15,1,15.0,
albert memorial,climax,1,1,1.0,
albert memorial,cloister,1,3,0.3333333333333333,
albert memorial,combine,15,3,5.0,
albert memorial,complexe,1,1,1.0,
albert memorial,construction,15,19,0.7894736842105263,
albert memorial,courtyard,1,9,0.1111111111111111,
albert memorial,culturalreligious,1,1,1.0,
albert memorial,cup,1,5,0.2,
albert memorial,day,15,26,0.5769230769230769,
albert memorial,death,1,9,0.1111111111111111,
albert memorial,decoration,1,9,0.1111111111111111,
albert memorial,defensive,1,3,0.3333333333333333,
albert memorial,definite,1,1,1.0,
albert memorial,delhi,22,1,22.0,
albert memorial,delicately,1,2,0.5,
albert memorial,described,15,2,7.5,
albert memorial,design,4,17,0.23529411764705882,
albert memorial,designed,1,15,0.06666666666666667,
albert memorial,detail,14,22,0.6363636363636364,
albert memorial,detailed,1,6,0.16666666666666666,
albert memorial,dethroned,9,1,9.0,
albert memorial,dhaba,2,1,2.0,
albert memorial,diwan,9,1,9.0,
albert memorial,doorway,6,12,0.5,
albert memorial,downstream,2,2,1.0,
albert memorial,emperor,2,7,0.2857142857142857,
albert memorial,emporor,15,1,15.0,
albert memorial,entrance,3,24,0.125,
albert memorial,equisite,1,1,1.0,
albert memorial,evidenced,1,1,1.0,
albert memorial,expressway,15,2,7.5,
albert memorial,exterior,2,11,0.18181818181818182,
albert memorial,famous,39,18,2.1666666666666665,
albert memorial,favorite,1,9,0.1111111111111111,
albert memorial,filled,1,3,0.3333333333333333,
albert memorial,foreground,1,9,0.1111111111111111,
albert memorial,fort,553,5,110.6,
albert memorial,fortification,1,2,0.5,
albert memorial,fortified,15,3,5.0,
albert memorial,fortrouge,13,1,13.0,
albert memorial,full,1,13,0.07692307692307693,
albert memorial,fully,4,1,4.0,
albert memorial,garden,5,15,0.3333333333333333,
albert memorial,gate,6,15,0.4,
albert memorial,grass,1,9,0.1111111111111111,
albert memorial,great,1,19,0.05263157894736842,
albert memorial,green,2,15,0.13333333333333333,
albert memorial,guard,1,6,0.16666666666666666,
albert memorial,guy,1,7,0.14285714285714285,
albert memorial,hall,3,16,0.1875,
albert memorial,hangin,2,1,2.0,
albert memorial,hard,1,9,0.1111111111111111,
albert memorial,height,1,8,0.125,
albert memorial,held,1,12,0.08333333333333333,
albert memorial,heritage,64,11,5.818181818181818,
albert memorial,hindu,15,2,7.5,
albert memorial,history,15,14,1.0714285714285714,
albert memorial,house,1,23,0.043478260869565216,
albert memorial,href,15,29,0.5172413793103449,
albert memorial,http:www,15,2,7.5,
albert memorial,huge,2,9,0.2222222222222222,
albert memorial,humayun,15,1,15.0,
albert memorial,imagine,1,2,0.5,
albert memorial,immpressive,1,1,1.0,
albert memorial,impressive,9,11,0.8181818181818182,
albert memorial,imprisoned,11,1,11.0,
albert memorial,india,337,3,112.33333333333333,
albert memorial,indian,1,6,0.16666666666666666,
albert memorial,inlaid,1,2,0.5,
albert memorial,inner,1,9,0.1111111111111111,
albert memorial,inside,6,22,0.2727272727272727,
albert memorial,interior,2,17,0.11764705882352941,
albert memorial,interiou,1,1,1.0,
albert memorial,intricate,2,3,0.6666666666666666,
albert memorial,islamic,15,1,15.0,
albert memorial,it',16,24,0.6666666666666666,
albert memorial,itimāduddaulahstomb,1,1,1.0,
albert memorial,jahan,28,1,28.0,
albert memorial,jahan',3,1,3.0,
albert memorial,jama,3,1,3.0,
albert memorial,jami,1,1,1.0,
albert memorial,jamimasjid,4,1,4.0,
albert memorial,jehangir,15,1,15.0,
albert memorial,jehangiri,3,1,3.0,
albert memorial,jpg,15,9,1.6666666666666667,
albert memorial,lahore,1,1,1.0,
albert memorial,lal,15,1,15.0,
albert memorial,lalqila,13,1,13.0,
albert memorial,left,16,21,0.7619047619047619,
albert memorial,level,1,13,0.07692307692307693,
albert memorial,life,9,13,0.6923076923076923,
albert memorial,light,2,21,0.09523809523809523,
albert memorial,lobby,3,3,1.0,
albert memorial,located,45,20,2.25,
albert memorial,machhi,1,1,1.0,
albert memorial,mahal,55,1,55.0,
albert memorial,main,1,17,0.058823529411764705,
albert memorial,major,1,14,0.07142857142857142,
albert memorial,man,2,19,0.10526315789473684,
albert memorial,map,2,10,0.2,
albert memorial,marble,5,14,0.35714285714285715,
albert memorial,masjid,4,1,4.0,
albert memorial,masterpiece,2,4,0.5,
albert memorial,meeting,1,7,0.14285714285714285,
albert memorial,mehtabbagh,1,1,1.0,
albert memorial,moat,1,3,0.3333333333333333,
albert memorial,monkey,1,3,0.3333333333333333,
albert memorial,monument,69,21,3.2857142857142856,
albert memorial,mosque,2,3,0.6666666666666666,
albert memorial,motif,1,3,0.3333333333333333,
albert memorial,mughal,56,1,56.0,
albert memorial,mughalarchitecture,15,1,15.0,
albert memorial,multi,1,7,0.14285714285714285,
albert memorial,musammanburj,4,1,4.0,
albert memorial,nice,1,13,0.07692307692307693,
albert memorial,nicely,4,1,4.0,
albert memorial,nofollow,15,29,0.5172413793103449,
albert memorial,north,15,24,0.625,
albert memorial,northwest,15,7,2.142857142857143,
albert memorial,oct,15,5,3.0,
albert memorial,octagonal,1,3,0.3333333333333333,
albert memorial,open,2,15,0.13333333333333333,
albert memorial,opposite,1,6,0.16666666666666666,
albert memorial,outer,1,8,0.125,
albert memorial,palace,8,12,0.6666666666666666,
albert memorial,personal,1,1,1.0,
albert memorial,photo,15,29,0.5172413793103449,
albert memorial,pidgeon,1,1,1.0,
albert memorial,popularity,15,1,15.0,
albert memorial,power,1,10,0.1,
albert memorial,pradesh,30,1,30.0,
albert memorial,precious,1,3,0.3333333333333333,
albert memorial,preferred,1,1,1.0,
albert memorial,preserved,2,7,0.2857142857142857,
albert memorial,public,6,15,0.4,
albert memorial,qila,15,1,15.0,
albert memorial,railway,2,4,0.5,
albert memorial,rampart,1,3,0.3333333333333333,
albert memorial,red,97,23,4.217391304347826,
albert memorial,redfortofagra,13,1,13.0,
albert memorial,refined,1,1,1.0,
albert memorial,rel,15,29,0.5172413793103449,
albert memorial,rest,1,9,0.1111111111111111,
albert memorial,restored,4,9,0.4444444444444444,
albert memorial,retire,1,1,1.0,
albert memorial,roof,1,15,0.06666666666666667,
albert memorial,room,1,17,0.058823529411764705,
albert memorial,rouge,15,3,5.0,
albert memorial,round,1,7,0.14285714285714285,
albert memorial,rule,1,6,0.16666666666666666,
albert memorial,sandstone,18,8,2.25,
albert memorial,screen,1,8,0.125,
albert memorial,seated,1,5,0.2,
albert memorial,security,1,4,0.25,
albert memorial,securityguard,1,1,1.0,
albert memorial,sell,1,3,0.3333333333333333,
albert memorial,sha,1,1,1.0,
albert memorial,shah,30,1,30.0,
albert memorial,shimmering,1,1,1.0,
albert memorial,side,1,25,0.04,
albert memorial,sightseeing,15,7,2.142857142857143,
albert memorial,signature,1,1,1.0,
albert memorial,singh,2,1,2.0,
albert memorial,sister,15,5,3.0,
albert memorial,site,49,25,1.96,
albert memorial,sitting,1,10,0.1,
albert memorial,son,12,15,0.8,
albert memorial,soup,1,1,1.0,
albert memorial,space,1,11,0.09090909090909091,
albert memorial,spend,9,3,3.0,
albert memorial,splendidly,2,1,2.0,
albert memorial,spot,1,9,0.1111111111111111,
albert memorial,spotlight,15,1,15.0,
albert memorial,squirrel,12,5,2.4,
albert memorial,stage,15,6,2.5,
albert memorial,station,2,12,0.16666666666666666,
albert memorial,stone,2,18,0.1111111111111111,
albert memorial,structure,5,17,0.29411764705882354,
