cabrillo,5528327227,0.135544358,0.088074376,0.043980879,0.027591053,0.02949772,0.014914167,0.050768505,0.034594088,0.022082088,0.051003587,0.01179733,0.032803551,0.020547965,0.065416347,0.071190403,0.300193581
casa batllo,5518669862,0.140781486,0.072827936,0.053164317,0.024327983,0.036829748,0.015134115,0.059254497,0.03290472,0.024173574,0.052660733,0.013767697,0.038207218,0.021506179,0.068503664,0.071417514,0.274538618
casa rosada,3752998210,0.144481223,0.076882529,0.045233194,0.027149948,0.035846722,0.015917993,0.048662007,0.03576801,0.025549965,0.045299859,0.014079373,0.037401013,0.022933087,0.062279178,0.069917931,0.292597967
castillo de san marcos,5293494145,0.14739121,0.061250936,0.059492366,0.022153137,0.049092169,0.015766182,0.064287894,0.030499974,0.02442811,0.058466063,0.014879481,0.049509246,0.021193902,0.072573557,0.05925306,0.249762713
chartres cathedral,4420346273,0.155653893,0.07038472,0.049472064,0.026765933,0.038039582,0.017434741,0.050856338,0.035511595,0.029023199,0.04702259,0.01633769,0.039357616,0.025216627,0.061080529,0.071855939,0.265986942
chichen itza,5424923967,0.153450222,0.073668277,0.051986845,0.02576057,0.037449245,0.01591417,0.054030948,0.034179509,0.026847654,0.049645126,0.015000555,0.038867381,0.02377851,0.064395913,0.072962797,0.262062278
christ the redeemer rio,4690213664,0.150978936,0.076843592,0.048033783,0.025987464,0.036614819,0.016646614,0.050027528,0.034660886,0.026945676,0.046642748,0.015200072,0.03846319,0.023221656,0.061693483,0.0741824,0.27385715
civic center san francisco,5411170768,0.176048335,0.074607067,0.054052127,0.030183727,0.035240133,0.020353309,0.047450953,0.039295954,0.034790818,0.047258034,0.019123442,0.037681425,0.027721009,0.060713802,0.072074306,0.22340556
cologne cathedral,5370563700,0.147123764,0.074117655,0.051401432,0.026893731,0.036463064,0.016401758,0.056152356,0.035168108,0.026546538,0.051799051,0.014478276,0.038148281,0.023447852,0.068215903,0.071659211,0.26198302
colosseum,6792981068,0.134409222,0.085044875,0.041830031,0.02638197,0.029900842,0.014889978,0.047207953,0.03447305,0.022630199,0.046455041,0.012357782,0.032590834,0.020423215,0.062095662,0.075006879,0.314302466
